"구분",화장실명,소재지도로명주소,소재지지번주소,남녀공용화장실여부,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,설치년도,위도,경도,데이터기준일자
"공중화장실",수원리공중화장실,제주특별자치도 제주시 한림읍 한림해안로 271,,N,1,2,1,1,0,0,3,1,0,제주시 한림읍,064-728-7656,24시간,,33.42544432,126.2643935,2018-08-17
"공중화장실",시민복지타운공원,제주특별자치도 제주시 복지로9길 25,,N,2,2,1,1,0,0,3,1,1,제주시 공원녹지과,064-728-3605,24시간,,33.48936364,126.5272064,2018-08-17
"공중화장실",시민복지타운광장,제주특별자치도 제주시 도남동 582,제주특별자치도 제주시 도남동 582,N,3,3,1,1,0,0,4,1,0,제주시 이도2동,064-728-8051,24시간,,33.49172731,126.522787,2018-08-17
"공중화장실",신대,제주특별자치도 제주시 추자면 예초리 75,제주특별자치도 제주시 추자면 예초리 75,Y,0,1,0,0,0,0,1,0,0,제주시 추자면,064-728-4282,24시간,,33.95325056,126.3378546,2018-08-17
"공중화장실",신동해녀탈의장,제주특별자치도 제주시 구좌읍 하도리 468-4,제주특별자치도 제주시 구좌읍 하도리 468-4,N,1,1,0,0,0,0,1,0,0,제주시 구좌읍,064-728-7745,24시간,,33.52776682,126.8914912,2018-08-17
"공중화장실",신비의도로 (소정도채비옆),제주특별자치도 제주시 1100로 2894-65 (노형동),,N,1,2,0,0,0,0,2,0,0,제주시 환경관리과,064-728-2192,24시간,,33.45143342,126.4874076,2018-08-17
"공중화장실",신사수어촌정주어항,제주특별자치도 제주시 서해안로 301-8,,N,2,2,0,0,0,0,3,0,0,제주시 도두동,064-728-4962,24시간,,33.50965652,126.4778079,2018-08-17
"공중화장실",신산공원,제주특별자치도 제주시 신산로 92-12,,N,5,5,1,1,0,0,10,1,0,제주시 공원녹지과,064-728-3605,24시간,,33.50530887,126.5337489,2018-08-17
"공중화장실",신산공원,제주특별자치도 제주시 일도2동 915,제주특별자치도 제주시 일도2동 915,N,4,4,1,1,0,0,4,1,0,제주시 공원녹지과,064-728-3605,24시간,,33.50474831,126.5320903,2018-08-17
"공중화장실",신양항,제주특별자치도 제주시 추자면 추자로 576,,N,1,1,0,0,0,0,2,0,0,제주시 추자면,064-728-4282,24시간,,33.94540781,126.3278717,2018-08-17
"공중화장실",신엄농산물직거래장터,제주특별자치도 제주시 애월읍 신엄리 3092,제주특별자치도 제주시 애월읍 신엄리 3092,N,1,1,0,0,0,0,2,0,0,제주시 애월읍,064-728-8848,24시간,,33.46931788,126.3601721,2018-08-17
"공중화장실",신창싱게물,제주특별자치도 제주시 한경면 신창리 1321-2,제주특별자치도 제주시 한경면 신창리 1321-2,N,2,2,1,1,0,0,4,1,0,제주시 한경면,064-728-7952,24시간,,33.34279201,126.174497,2018-08-17
"공중화장실",신촌어촌정주어항,제주특별자치도 제주시 조천읍 신촌리 2077-7지선,제주특별자치도 제주시 조천읍 신촌리 2077-7지선,N,1,1,1,1,0,0,1,1,0,제주시 조천읍,064-728-7863,24시간,,33.53776094,126.6197285,2018-08-17
"공중화장실",실내수영장 내부,제주특별자치도 제주시 서광로2길 24,,N,16,21,5,5,0,0,18,5,0,제주시 체육진흥과,064-728-3273,06:00~21:00,,33.49506069,126.5188028,2018-08-17
"공중화장실",실내수영장 외부,제주특별자치도 제주시 서광로2길 24,,N,2,1,0,0,0,0,2,0,0,제주시 체육진흥과,064-728-3273,24시간,,33.49506069,126.5188028,2018-08-17
"공중화장실",안비양,제주특별자치도 제주시 안비양길 47-3,,N,1,3,1,1,0,0,4,1,0,제주시 우도면,064-728-4342,24시간,,33.51481879,126.9687679,2018-08-17
"공중화장실",애월읍공설묘지,제주특별자치도 제주시 애월읍 광령리 산 157,제주특별자치도 제주시 애월읍 광령리 산 157,N,1,0,0,0,0,0,1,0,0,제주시 애월읍,064-728-8848,24시간,,33.41893452,126.4467509,2018-08-17
"공중화장실",애월읍충혼묘지,제주특별자치도 제주시 애월읍 수산리 산 1-1,제주특별자치도 제주시 애월읍 수산리 산 1-1,N,1,1,0,0,0,0,2,0,0,제주시 애월읍,064-728-8848,24시간,,33.47377671,126.3846158,2018-08-17
"공중화장실",애향운동장,제주특별자치도 제주시 서광로2길 24,,N,5,8,1,1,0,0,7,1,0,제주시 체육진흥과,064-728-3273,연중무휴,,33.49506069,126.5188028,2018-08-17
"공중화장실",야구장,제주특별자치도 제주시 서광로2길 24,,N,18,24,3,3,0,0,36,3,0,제주시 체육진흥과,064-728-3273,07:00~22:00,,33.49506069,126.5188028,2018-08-17
"공중화장실",양식단지앞,제주특별자치도 제주시 구좌읍 행원리 573-3,제주특별자치도 제주시 구좌읍 행원리 573-3,N,1,1,0,0,0,0,2,0,0,제주시 구좌읍,064-728-7745,24시간,,33.55943575,126.8140014,2018-08-17
"공중화장실",어영공원,제주특별자치도 제주시 서해안로 451,,N,3,3,1,1,0,0,5,1,0,제주시 용담2동,064-728-4631,24시간,,33.51834084,126.4875691,2018-08-17
"공중화장실",연대화장실,제주특별자치도 제주시 연대마을길 34-10,,N,1,2,1,1,0,0,3,1,0,제주시 외도동,064-728-8314,24시간,,33.49441585,126.4268977,2018-08-17
"공중화장실",연동공원,제주특별자치도 제주시 신광로12길 17,,N,2,2,1,1,0,0,5,1,0,제주시 공원녹지과,064-728-3605,24시간,,33.48240061,126.4879997,2018-08-17
"공중화장실",연동주민센터,제주특별자치도 제주시 신대로 101,,N,2,2,1,1,0,0,2,1,0,제주시 연동,064-728-8233,24시간,,33.48837828,126.4969234,2018-08-17
"공중화장실",연북정,제주특별자치도 제주시 조천북1길 35-8,,N,1,1,0,0,0,0,1,0,0,제주시 조천읍,064-728-7863,24시간,,33.5419355,126.6344018,2018-08-17
"공중화장실",예초리,제주특별자치도 제주시 추자면 추자로 756,,N,1,1,0,0,0,0,2,0,0,제주시 추자면,064-728-4282,24시간,,33.95581929,126.3324822,2018-08-17
"공중화장실",오당빌레,제주특별자치도 제주시 애월읍 하가리 846-1,제주특별자치도 제주시 애월읍 하가리 846-1,N,1,1,0,0,0,0,2,0,0,제주시 애월읍,064-728-8848,24시간,,33.45406035,126.3517581,2018-08-17
"공중화장실",오일시장A (대장간옆),제주특별자치도 제주시 오일장서길 26,,N,2,4,1,1,0,0,5,1,0,제주시 지역경제과,064-728-2822,06:00~23:00,,33.49725124,126.4748934,2018-08-17
"공중화장실",오일시장B (문화광장),제주특별자치도 제주시 오일장서길 26,,N,2,4,1,1,0,0,5,1,0,제주시 지역경제과,064-728-2822,06:00~23:00,,33.49725124,126.4748934,2018-08-17
"공중화장실",오일시장C (주차장P3),제주특별자치도 제주시 오일장서길 26,,N,2,4,1,1,0,0,5,1,0,제주시 지역경제과,064-728-2822,06:00~23:00,,33.49725124,126.4748934,2018-08-17
"공중화장실",오일시장D (농협옆),제주특별자치도 제주시 오일장서길 26,,N,3,5,1,1,0,0,7,1,0,제주시 지역경제과,064-728-2822,24시간,,33.49725124,126.4748934,2018-08-17
"공중화장실",오지박,제주특별자치도 제주시 추자면 묵리 산 39-3,제주특별자치도 제주시 추자면 묵리 산 39-3,N,1,1,0,0,0,0,1,0,0,제주시 추자면,064-728-4282,24시간,,33.95367898,126.3156375,2018-08-17
"공중화장실",외도2운동장,제주특별자치도 제주시 외도1동 175,제주특별자치도 제주시 외도1동 175,N,2,2,1,1,0,0,2,1,0,제주시 체육진흥과,064-728-3273,08:00~18:00,,33.48653675,126.4376381,2018-08-17
"공중화장실",외도수영장,제주특별자치도 제주시 조공포길 7,,N,2,2,1,1,0,0,2,1,0,제주시 체육진흥과,064-728-3273,09:00~18:00,,33.491483,126.434515,2018-08-17
"공중화장실",외도운동장,제주특별자치도 제주시 통물길 55,,N,2,2,1,1,0,0,2,1,0,제주시 체육진흥과,064-728-3273,08:00~22:00,,33.4877365,126.4362608,2018-08-17
"공중화장실",용눈이오름주차장(1),제주특별자치도 제주시 구좌읍 종달리 4650,제주특별자치도 제주시 구좌읍 종달리 4650,N,2,2,0,0,0,0,3,0,0,제주시 구좌읍,064-728-7745,24시간,,33.46264756,126.8320684,2018-08-17
"공중화장실",용눈이오름주차장(2),제주특별자치도 제주시 구좌읍 종달리 4650,제주특별자치도 제주시 구좌읍 종달리 4650,N,1,1,0,0,0,0,2,0,0,제주시 구좌읍,064-728-7745,24시간,,33.46264756,126.8320684,2018-08-17
"공중화장실",용담공원(남),제주특별자치도 제주시 용두암길 15,,N,6,10,1,1,0,0,0,0,0,제주시 공원녹지과,064-728-3605,24시간,,33.51480245,126.5118044,2018-08-17
"공중화장실",용담공원(여),제주특별자치도 제주시 용두암길 15,,N,0,0,0,0,0,0,18,1,0,제주시 공원녹지과,064-728-3605,24시간,,33.51480245,126.5118044,2018-08-17
"공중화장실",용담공원(용연),제주특별자치도 제주시 용담1동 351,제주특별자치도 제주시 용담1동 351,N,3,2,1,1,0,0,5,1,0,제주시 공원녹지과,064-728-3605,24시간,,33.51283969,126.5150346,2018-08-17
"공중화장실",용당포구,제주특별자치도 제주시 한경면 용수리 3891-3,제주특별자치도 제주시 한경면 용수리 3891-3,N,1,1,0,0,0,0,2,0,0,제주시 한경면,064-728-7952,24시간,,33.33687933,126.1660172,2018-08-17
"공중화장실",용수절부암,제주특별자치도 제주시 한경면 용수리 4274-2,제주특별자치도 제주시 한경면 용수리 4274-2,N,1,2,0,0,0,0,3,0,0,제주시 한경면,064-728-7952,24시간,,33.32288352,126.1669653,2018-08-17
"공중화장실",용수충혼묘지,제주특별자치도 제주시 한경면 용수리 3043,제주특별자치도 제주시 한경면 용수리 3043,N,1,0,0,0,0,0,1,0,0,제주시 한경면,064-728-7952,24시간,,33.32182923,126.1780373,2018-08-17
"공중화장실",우도봉,제주특별자치도 제주시 우도면 우도봉길 47,,N,4,2,0,0,0,0,4,0,0,제주시 우도면,064-728-4342,24시간,,33.49354536,126.9596575,2018-08-17
"공중화장실",우도봉화장실,제주특별자치도 제주시 우도면 영일길 80-34,,N,2,4,1,1,0,0,5,1,0,제주시 우도면,064-728-4342,24시간,,33.49529098,126.9635431,2018-08-17
"공중화장실",원당봉공원,제주특별자치도 제주시 원당로16길 16-30,제주특별자치도 제주시 원당로16길 16-30,N,4,3,1,1,0,0,7,1,0,제주시 공원녹지과,064-728-3605,24시간,,33.52600645,126.5982243,2018-08-17
"공중화장실",월대천화장실,제주특별자치도 제주시 외도2동 230-1,제주특별자치도 제주시 외도2동 230-1,N,1,1,0,0,0,0,1,0,0,제주시 외도동,064-728-8314,24시간,,33.49293679,126.4361244,2018-08-17
"공중화장실",월랑봉,제주특별자치도 제주시 구좌읍 세화리 2705,제주특별자치도 제주시 구좌읍 세화리 2705,N,1,1,0,0,0,0,2,0,0,제주시 구좌읍,064-728-7745,24시간,,33.47517275,126.8265105,2018-08-17
"공중화장실",월령리 주차장,제주특별자치도 제주시 한림읍 월령안길 27,,N,1,2,0,0,0,0,3,0,0,제주시 한림읍,064-728-7656,24시간,,33.37619559,126.2143203,2018-08-17
"공중화장실",월정해안가,제주특별자치도 제주시 구좌읍 월정리 554-6지선,제주특별자치도 제주시 구좌읍 월정리 554-6지선,N,1,2,0,0,0,0,3,0,0,제주시 구좌읍,064-728-7745,24시간,,33.55628668,126.7950483,2018-08-17
"공중화장실",이도2동주민센터앞,제주특별자치도 제주시 오복3길 9,,N,1,1,1,1,0,0,2,0,0,제주시 차량관리과,064-728-3246,"09:00~19:00토, 공휴일 개방",,33.49678487,126.5349256,2018-08-17
"공중화장실",이도공원,제주특별자치도 제주시 이도공원길 6,,N,2,3,1,1,0,0,6,1,0,제주시 공원녹지과,064-728-3605,24시간,,33.49635231,126.5425946,2018-08-17
"공중화장실",이호비치,제주특별자치도 제주시 서해안로 45-18,,N,2,4,1,1,0,0,6,1,0,제주시 이호동,064-728-4935,24시간,,33.49970911,126.454953,2018-08-17
"공중화장실",이호운동장,제주특별자치도 제주시 오광로6길 58-11,,N,1,2,1,1,0,0,2,1,0,제주시 체육진흥과,064-728-3273,08:00~18:00,,33.48639035,126.4569109,2018-08-17
"공중화장실",이호해수욕장,제주특별자치도 제주시 테우해안로 172-9,,N,6,6,1,1,0,0,5,1,0,제주시 이호동,064-728-4935,24시간,,33.49674936,126.4525736,2018-08-17
"공중화장실",인공암벽장,제주특별자치도 제주시 서광로2길 24,,N,2,2,0,0,0,0,3,0,0,제주시 체육진흥과,064-728-3273,09:00~18:00,,33.49506069,126.5188028,2018-08-17
"공중화장실",인제 공영주차장,제주특별자치도 제주시 고마로19길 5,,N,1,2,0,0,0,0,2,0,0,제주시 차량관리과,064-728-3246,"12:00~22:00토, 공휴일 개방",,33.50482814,126.5419146,2018-08-17
"공중화장실",일도1동주민센터앞,제주특별자치도 제주시 중앙로7길 15,,N,2,2,1,0,0,0,2,1,0,제주시 일도1동,064-728-4416,24시간,,33.51505773,126.5263841,2018-08-17
"공중화장실",자구네포구,제주특별자치도 제주시 노을해안로 1161,,N,2,3,1,1,0,0,5,1,0,제주시 한경면,064-728-7952,24시간,,33.3093248,126.1651551,2018-08-17
"공중화장실",자구네해적잠수함,제주특별자치도 제주시 한경면 노을해안로 1143,,N,2,2,0,0,0,0,2,0,0,제주시 한경면,064-728-7952,24시간,,33.30796435,126.1639918,2018-08-17
"공중화장실",장작평사,제주특별자치도 제주시 추자면 추자로 511,,N,2,1,0,0,0,0,2,0,0,제주시 추자면,064-728-4282,24시간,,33.94122753,126.3240812,2018-08-17
"공중화장실",저지오름,제주특별자치도 제주시 한경면 저지리 1716,제주특별자치도 제주시 한경면 저지리 1716,N,1,2,0,0,0,0,2,0,0,제주시 한경면,064-728-7952,24시간,,33.33104283,126.2546781,2018-08-17
"공중화장실",저지오름주차장,제주특별자치도 제주시 한경면 저지리 산 52,제주특별자치도 제주시 한경면 저지리 산 52,N,1,2,0,0,0,0,2,0,0,제주시 한경면,064-728-7952,24시간,,33.33495016,126.2478875,2018-08-17
"공중화장실",전흘동 망루,제주특별자치도 제주시 우도면 우도해안길 602,,N,1,1,0,0,0,0,1,0,0,제주시 우도면,064-728-4342,24시간,,33.52442961,126.9525603,2018-08-17
"공중화장실",절물자연휴양림,제주특별자치도 제주시 명림로 584,,N,3,4,1,1,1,0,10,1,0,제주시 절물생태관리사무소,064-728-3636,24시간,,33.44005343,126.6252121,2018-08-17
"공중화장실",절물자연휴양림,제주특별자치도 제주시 명림로 584,,N,4,4,1,1,0,0,8,1,0,제주시 절물생태관리사무소,064-728-3636,24시간,,33.44005343,126.6252121,2018-08-17
"공중화장실",절물자연휴양림,제주특별자치도 제주시 명림로 584,,N,1,2,0,0,0,0,3,0,0,제주시 절물생태관리사무소,064-728-3636,24시간,,33.44005343,126.6252121,2018-08-17
"공중화장실",정구장,제주특별자치도 제주시 서광로2길 24,,N,2,5,0,0,0,0,3,0,0,제주시 체육진흥과,064-728-3273,06:00~22:00,,33.49506069,126.5188028,2018-08-17
"공중화장실",제39호어린이공원,제주특별자치도 제주시 동광로20길 25,,Y,2,2,0,0,0,0,2,0,0,제주시 공원녹지과,064-728-3605,24시간,,33.50826585,126.5429117,2018-08-17
"공중화장실",제40호어린이공원,제주특별자치도 제주시 정든로1길 36,,Y,2,2,0,0,0,0,2,1,0,제주시 공원녹지과,064-728-3605,24시간,,33.49776694,126.540989,2018-08-17
"공중화장실",제41호어린이공원,제주특별자치도 제주시 일도2동 65,제주특별자치도 제주시 일도2동 65,Y,2,2,0,0,0,0,2,0,0,제주시 공원녹지과,064-728-3605,24시간,,33.50225609,126.5447664,2018-08-17
"공중화장실",제42호어린이공원,제주특별자치도 제주시 일도2동 88,제주특별자치도 제주시 일도2동 88,Y,2,2,0,0,0,0,2,0,0,제주시 공원녹지과,064-728-3605,24시간,,33.49998666,126.5472902,2018-08-17
"공중화장실",제일주차빌딩,제주특별자치도 제주시 관덕로15길 3,,Y,1,0,0,0,0,0,0,0,0,제주시 차량관리과,064-728-3246,08:00~23:00연중무휴,,33.51348259,126.5266045,2018-08-17
"공중화장실",제주시생활체육공원,제주특별자치도 제주시 와흘전1길 32 (회천동),,N,1,2,1,1,0,0,3,1,0,제주시 체육진흥과,064-728-3273,08:00~18:00,,33.47238311,126.6365147,2018-08-17
"공중화장실",제주시생활체육공원,제주특별자치도 제주시 와흘전1길 32 (회천동),,N,1,2,1,1,0,0,2,1,0,제주시 체육진흥과,064-728-3273,08:00~18:00,,33.47238311,126.6365147,2018-08-17
"공중화장실",제주시청시민화장실,제주특별자치도 제주시 광양9길 10,,N,2,2,0,0,0,0,2,0,0,제주시 총무과,064-728-2422,24시간,,33.50022407,126.5322311,2018-08-17
"공중화장실",제주칠성로상점가,제주특별자치도 제주시 관덕로13길 12,,N,2,3,1,1,0,0,3,1,0,제주시 지역경제과,064-728-2822,24시간,,33.51402682,126.5261217,2018-08-17
"공중화장실",조수돗곳물,제주특별자치도 제주시 한경면 조수리 1902-1,제주특별자치도 제주시 한경면 조수리 1902-1,N,1,1,0,0,0,0,2,0,0,제주시 한경면,064-728-7952,24시간,,33.33739237,126.2217927,2018-08-17
"공중화장실",족은노꼬메오름주차장,제주특별자치도 제주시 애월읍 유수암리 산 28,제주특별자치도 제주시 애월읍 유수암리 산 28,N,1,1,1,1,0,0,1,1,0,제주시 애월읍,064-728-8848,24시간,,33.39902481,126.425038,2018-08-17
"공중화장실",종달리삼거리,제주특별자치도 제주시 구좌읍 종달리 3275,제주특별자치도 제주시 구좌읍 종달리 3275,N,1,1,0,0,0,0,1,0,0,제주시 애월읍,064-728-8848,24시간,,33.48795751,126.8811515,2018-08-17
"공중화장실",주경기장,제주특별자치도 제주시 서광로2길 24,,N,31,34,10,5,0,0,91,5,0,제주시 체육진흥과,064-728-3273,연중무휴,,33.49506069,126.5188028,2018-08-17
"공중화장실",중앙로상점가주차장 한짓골,제주특별자치도 제주시 이도1동 1491-1,제주특별자치도 제주시 이도1동 1491-1,N,3,3,1,1,0,0,6,1,0,제주시 지역경제과,064-728-2822,24시간,,33.51097374,126.5233644,2018-08-17
"공중화장실",중엄소공원,제주특별자치도 제주시 애월읍 신엄리 961,제주특별자치도 제주시 애월읍 신엄리 961,N,1,2,0,0,0,0,2,0,0,제주시 애월읍,064-728-8848,24시간,,33.47788793,126.3694672,2018-08-17
"공중화장실",지미봉주차장,제주특별자치도 제주시 구좌읍 종달리 산 3-1,제주특별자치도 제주시 구좌읍 종달리 산 3-1,N,1,2,0,0,0,0,3,0,0,제주시 구좌읍,064-728-7745,24시간,,33.49944654,126.9026137,2018-08-17
"공중화장실",차귀섬,제주특별자치도 제주시 한경면 고산리 차귀섬,제주특별자치도 제주시 한경면 고산리 차귀섬,Y,1,1,0,0,0,0,1,0,0,제주시 한경면,064-728-7952,24시간,,33.30245019,126.1844738,2018-08-17
"공중화장실",창흥동해수욕장,제주특별자치도 제주시 구좌읍 해맞이해안로 1973,,N,5,9,1,1,0,0,9,1,0,제주시 구좌읍,064-728-7745,24시간,,33.51350504,126.8987876,2018-08-17
"공중화장실",천진항 광장,제주특별자치도 제주시 우도면 우도해안길 86,,N,2,2,0,0,0,0,3,0,0,제주시 우도면,064-728-4342,24시간,,33.49401109,126.9507201,2018-08-17
"공중화장실",청수곶자왈,제주특별자치도 제주시 산양2길 44-5,,N,1,1,0,0,0,0,2,0,0,제주시 한경면,064-728-7952,24시간,,33.28670956,126.2301522,2018-08-17
"공중화장실",체험어장,제주특별자치도 제주시 구좌읍 하도리 22-3,제주특별자치도 제주시 구좌읍 하도리 22-3,N,2,2,0,0,0,0,4,0,0,제주시 구좌읍,064-728-7745,24시간,,33.51942037,126.9008979,2018-08-17
"공중화장실",추석산,제주특별자치도 제주시 추자면 예초리,제주특별자치도 제주시 추자면 예초리,N,1,0,0,0,0,0,1,0,0,제주시 추자면,064-728-4282,24시간,,33.95494567,126.3325425,2018-08-17
"공중화장실",추자교량,제주특별자치도 제주시 추자면 영흥리 100-1,제주특별자치도 제주시 추자면 영흥리 100-1,N,1,1,0,0,0,0,2,0,0,제주시 추자면,064-728-4282,24시간,,33.95360429,126.3016626,2018-08-17
"공중화장실",추포도,제주특별자치도 제주시 추자면 추포도길 29,,Y,0,1,0,0,0,0,1,0,0,제주시 추자면,064-728-4282,24시간,,33.98642264,126.3217343,2018-08-17
"공중화장실",충혼묘지,제주특별자치도 제주시 노형동 산 19-2,제주특별자치도 제주시 노형동 산 19-2,N,2,2,1,1,0,0,2,1,0,제주시 주민복지과,064-728-2514,24시간,,33.41263125,126.4964545,2018-08-17
"공중화장실",칠성로 차없는거리,제주특별자치도 제주시 임항로 8,,N,1,2,1,1,0,0,2,1,0,제주시 환경관리과,064-728-2192,24시간,,33.51651381,126.5252508,2018-08-17
"공중화장실",큰노꼬메오름주차장,제주특별자치도 제주시 애월읍 소길리 산 255-4,,N,2,2,0,0,0,0,3,0,0,제주시 애월읍,064-728-8848,24시간,,33.39143156,126.3973922,2018-08-17
"공중화장실",탑동1공원(서측),제주특별자치도 제주시 탑동해안로 46,,N,3,4,1,1,0,0,5,1,0,제주시 공원녹지과,064-728-3605,24시간,,33.51878879,126.5202072,2018-08-17
"공중화장실",탑동2공원(동측),제주특별자치도 제주시 중앙로 2,,N,4,12,1,1,0,0,10,1,0,제주시 공원녹지과,064-728-3605,24시간,,33.51811257,126.5239859,2018-08-17
"공중화장실",톨칸이,제주특별자치도 제주시 우도면 연평리 1723,제주특별자치도 제주시 우도면 연평리 1723,N,1,1,0,0,0,0,2,0,0,제주시 우도면,064-728-4342,24시간,,33.49153133,126.9560336,2018-08-17
"공중화장실",팔각정 공원,제주특별자치도 제주시 추자면 대서리 2-11,제주특별자치도 제주시 추자면 대서리 2-11,N,1,1,0,0,0,0,2,0,0,제주시 추자면,064-728-4282,24시간,,33.96295397,126.2991508,2018-08-17
"공중화장실",평대해수욕장,제주특별자치도 제주시 해맞이해안로 1184,,N,1,1,0,0,0,0,1,0,0,제주시 구좌읍,064-728-7745,24시간,,33.53314911,126.8401874,2018-08-17
"공중화장실",하가연하못옆,제주특별자치도 제주시 애월읍 하가로 182,,N,1,1,1,1,0,0,1,1,0,제주시 애월읍,064-728-8848,24시간,,33.4550408,126.3468459,2018-08-17
"공중화장실",하가연화못주차장,제주특별자치도 제주시 애월읍 고하상로 122,,N,1,2,1,1,0,0,2,1,0,제주시 애월읍,064-728-8848,24시간,,33.45558605,126.3485241,2018-08-17
"공중화장실",하고수동 탈의장,제주특별자치도 제주시 우도해안길 804,,N,3,3,1,1,0,0,3,1,0,제주시 우도면,064-728-4342,24시간,,33.51398155,126.9570561,2018-08-17
"공중화장실",하도별방진,제주특별자치도 제주시 구좌읍 해맞이해안로 1708,,N,2,1,1,1,0,0,2,1,0,제주시 구좌읍,064-728-7745,24시간,,33.52653405,126.8847249,2018-08-17
"공중화장실",하도해안도로,제주특별자치도 제주시 하도리 1768-1,제주특별자치도 제주시 하도리 1768-1,N,2,1,1,1,0,0,2,1,0,제주시 도시재생과,064-728-3545,24시간,,33.48295235,126.4719591,2018-08-17
"공중화장실",하우목동항,제주특별자치도 제주시 우도해안길 353,,N,3,3,1,1,0,0,3,1,0,제주시 우도면,064-728-4342,12시간,,33.50971616,126.9431258,2018-08-17
"공중화장실",하추자대합실,제주특별자치도 제주시 추자면 신양2길 28-8,,N,3,3,1,1,0,0,4,1,0,제주시 추자면,064-728-4282,여객선 개항시,,33.94459525,126.3291099,2018-08-17
"공중화장실",한담공원,제주특별자치도 제주시 애월읍 애월로 11,,N,1,2,1,1,0,2,1,0,0,제주시 애월읍,064-728-8848,24시간,,33.46012343,126.3112118,2018-08-17
"공중화장실",한라씨름장,제주특별자치도 제주시 서광로2길 24,,N,2,2,0,0,0,0,2,0,0,제주시 체육진흥과,064-728-3273,09:00~18:00,,33.49506069,126.5188028,2018-08-17
"공중화장실",한라체육관,제주특별자치도 제주시 서광로2길 24,,N,16,23,5,5,0,0,32,5,0,제주시 체육진흥과,064-728-3273,09:00~18:00,,33.49506069,126.5188028,2018-08-17
"공중화장실",한림매일시장,제주특별자치도 제주시 한림복동길 7-6,,N,1,1,1,1,0,0,2,1,0,제주시 한림읍,064-728-7656,24시간,,33.48295235,126.4719591,2018-08-17
"공중화장실",한림오일시장(남측),제주특별자치도 제주시 한림읍 한수풀로4길 10,,N,4,3,0,0,0,0,7,0,0,제주시 한림읍,064-728-7656,24시간,,33.41983345,126.2745033,2018-08-17
"공중화장실",한림오일시장(북측),제주특별자치도 제주시 한림읍 한수풀로4길 10,,N,4,3,0,0,0,0,7,0,0,제주시 한림읍,064-728-7656,24시간,,33.41983345,126.2745033,2018-08-17
"공중화장실",한림항비양도선대합실,제주특별자치도 제주시 한림읍 한림해안로 196,,N,2,2,1,1,0,0,2,1,0,제주시 한림읍,064-728-7656,24시간,,33.41930578,126.2625266,2018-08-17
"공중화장실",한마음공원,제주특별자치도 제주시 이도2동 1942-1,제주특별자치도 제주시 이도2동 1942-1,N,2,3,1,1,0,0,6,1,1,제주시 공원녹지과,064-728-3605,24시간,,33.49516674,126.5452831,2018-08-17
"공중화장실",한장동,제주특별자치도 제주시 한경면 노을해안로 865,,N,1,2,0,0,0,0,3,0,0,제주시 한경면,064-728-7952,24시간,,33.28589996,126.1631227,2018-08-17
"공중화장실",함덕어촌정주어항,제주특별자치도 제주시 조천읍 함덕리 3113-5지선,제주특별자치도 제주시 조천읍 함덕리 3113-5지선,N,1,1,1,1,0,0,1,1,0,제주시 조천읍,064-728-7863,24시간,,33.54577369,126.6614425,2018-08-17
"공중화장실",함덕오일시장,제주특별자치도 제주시 조천읍 함덕16길 15-13,,N,2,2,1,1,0,0,2,1,0,제주시 조천읍,064-728-7863,24시간,,33.54023632,126.6679877,2018-08-17
"공중화장실",항개해녀탈의장,제주특별자치도 제주시 구좌읍 김녕리 4070-1,제주특별자치도 제주시 구좌읍 김녕리 4070-1,N,1,2,0,0,0,0,2,0,0,제주시 구좌읍,064-728-7745,24시간,,33.55778176,126.744920,2018-08-17
"공중화장실",해녀박물관축구장옆주차장,제주특별자치도 제주시 구좌읍 하도리 3207,제주특별자치도 제주시 구좌읍 하도리 3207,N,1,3,1,1,0,0,4,1,0,제주시 구좌읍,064-728-7745,24시간,,33.52230692,126.8659948,2018-08-17
"공중화장실",해녀작업장,제주특별자치도 제주시 구좌읍 김녕리 1270-2,제주특별자치도 제주시 구좌읍 김녕리 1270-2,N,2,1,1,1,0,1,2,1,1,제주시 구좌읍,064-728-7745,24시간,,33.55869281,126.7538989,2018-08-17
"공중화장실",해신사,제주특별자치도 제주시 진북길 13,,N,1,1,0,0,0,0,1,0,0,제주시 화북동,064-728-8157,24시간,,33.52442569,126.5656444,2018-08-17
"공중화장실",해안변공원,제주특별자치도 제주시 추자면 대서5길 87,,N,1,2,0,0,0,0,2,0,0,제주시 추자면,064-728-4282,24시간,,33.96234317,126.2895451,2018-08-17
"공중화장실",현사어촌정주어항,제주특별자치도 제주시 테우해안로 143,,N,1,2,0,0,0,0,2,0,0,제주시 이호동,064-728-4935,24시간,,33.49752337,126.4495791,2018-08-17
"공중화장실",협재해수욕장,제주특별자치도 제주시 한림읍 협재리 2447,제주특별자치도 제주시 한림읍 협재리 2447,N,4,8,1,1,0,0,7,1,0,제주시 한림읍,064-728-7656,24시간,,33.39374642,126.2394333,2018-08-17
"공중화장실",홍조단괴 탈의장,제주특별자치도 제주시 우도해안길 256,,N,2,3,1,1,0,0,5,1,0,제주시 우도면,064-728-4342,24시간,,33.50302768,126.9433146,2018-08-17
